artifact_name,property_type,stat_name,unit,is_harmful,value_at_85,value_at_100
Огонек,Основное,Регенерация здоровья,%,FALSE,0.76,0.9
Огонек,Основное,Восстановление выносливости,%,FALSE,2.04,2.4
Огонек,Основное,Пулестойкость,,FALSE,1.78,2.1
Огонек,Основное,Температура,,FALSE,-1.84,-2.16
Огонек,Дополнительное,Температура,,FALSE,-0.35,-0.88
Огонек,Дополнительное,Восстановление выносливости,%,FALSE,0.68,0.8
Огонек,Дополнительное,Регенерация здоровья,%,FALSE,0.24,0.3
Опал,Основное,Живучесть,%,TRUE,-2.47,-2.9
Опал,Основное,Выносливость,%,FALSE,18.36,21.6
Опал,Основное,Пулестойкость,,FALSE,16.4,19.3
Опал,Основное,Температура,,FALSE,-0.33,-0.38
Опал,Основное,Холод,,TRUE,0.85,1.0
Опал,Дополнительное,Выносливость,%,FALSE,5.93,7.2
Опал,Дополнительное,Пулестойкость,,FALSE,5.35,6.5
Опал,Дополнительное,Стойкость,%,FALSE,5.35,6.5
Осколок,Основное,Живучесть,%,FALSE,1.62,1.9
Осколок,Основное,Регенерация здоровья,%,FALSE,0.6,0.7
Осколок,Основное,Эффективность лечения,%,FALSE,5.87,6.9
Осколок,Основное,Биологическое заражение,,TRUE,2.12,2.5
Осколок,Дополнительное,Живучесть,%,FALSE,0.595,0.7
Осколок,Дополнительное,Восстановление выносливости,%,FALSE,2.72,3.2
Осколок,Дополнительное,Эффективность лечения,%,FALSE,1.955,2.3
Остов,Основное,Переносимый вес,,FALSE,7.9,9.3
Остов,Основное,Восстановление выносливости,%,FALSE,1.87,2.2
Остов,Основное,Радиация,,FALSE,-1.09,-1.28
Остов,Основное,Температура,,FALSE,-1.09,-1.28
Остов,Основное,Биологическое заражение,,FALSE,-1.09,-1.28
Остов,Дополнительное,Пси-излучение,,FALSE,-1.088,-1.28
Остов,Дополнительное,Переносимый вес,,FALSE,2.635,3.1
Остов,Дополнительное,Восстановление выносливости,%,FALSE,0.68,0.8
Петля,Основное,Скорость передвижения,%,FALSE,1.02,1.2
Петля,Основное,Скорость бега,%,FALSE,1.36,1.6
Петля,Основное,Радиация,,TRUE,2.12,2.5
Петля,Основное,Отдача,%,FALSE,-2.21,-2.6
Петля,Дополнительное,Скорость передвижения,%,FALSE,0.33,0.4
Петля,Дополнительное,Кровотечение,,FALSE,-0.82,-1.0
Петля,Дополнительное,Отдача,%,FALSE,-0.74,-0.9
Пиявка,Основное,Живучесть,%,TRUE,-6.8,-8.0
Пиявка,Основное,Переносимый вес,,FALSE,4.42,5.2
Пиявка,Основное,Защита от радиации,,FALSE,17.0,20.0
Пиявка,Основное,Радиация,,FALSE,-1.84,-2.16
Пиявка,Дополнительное,Переносимый вес,,FALSE,1.53,1.8
Пиявка,Дополнительное,Реакция на разрыв,%,FALSE,1.36,1.6
Пиявка,Дополнительное,Защита от радиации,,FALSE,8.5,10.0
Плод,Основное,Скорость бега,%,FALSE,0.3,0.35
Плод,Основное,Восстановление выносливости,%,FALSE,1.28,1.5
Плод,Основное,Радиация,,TRUE,0.42,0.5
Плод,Основное,Биологическое заражение,,FALSE,-1.84,-2.16
Плод,Основное,Кровотечение,,FALSE,-0.6,-0.7
Плод,Основное,Реакция на хим. ожог,%,FALSE,0.6,0.7
Плод,Дополнительное,Восстановление выносливости,%,FALSE,0.425,0.5
Плод,Дополнительное,Кровотечение,,FALSE,-0.24,-0.3
Плод,Дополнительное,Скорость передвижения,%,FALSE,0.28,0.35
Полено,Основное,Восстановление выносливости,%,FALSE,3.49,4.1
Полено,Основное,Пулестойкость,,FALSE,6.89,8.1
Полено,Основное,Радиация,,FALSE,-1.09,-1.28
Полено,Основное,Температура,,TRUE,0.53,0.62
Полено,Дополнительное,Регенерация здоровья,%,FALSE,1.15,1.4
Полено,Дополнительное,Восстановление выносливости,%,FALSE,1.15,1.4
Полено,Дополнительное,Пулестойкость,,FALSE,2.22,2.7
Призма,Основное,Пулестойкость,,FALSE,12.33,14.5
Призма,Основное,Защита от взрыва,,FALSE,9.52,11.2
Призма,Основное,Стойкость,%,FALSE,2.21,2.6
Призма,Основное,Пси-излучение,,TRUE,2.12,2.5
Призма,Дополнительное,Пулестойкость,,FALSE,4.165,4.9
Призма,Дополнительное,Защита от взрыва,,FALSE,3.23,3.8
Призма,Дополнительное,Восстановление выносливости,%,FALSE,3.06,3.6
Призрачный кристалл,Основное,Живучесть,%,TRUE,-6.8,-8.0
Призрачный кристалл,Основное,Восстановление выносливости,%,FALSE,1.44,1.7
Призрачный кристалл,Основное,Защита от пси-излучения,,FALSE,17.0,20.0
Призрачный кристалл,Основное,Пси-излучение,,FALSE,-1.84,-2.16
Призрачный кристалл,Основное,Реакция на электричество,%,FALSE,0.76,0.9
Призрачный кристалл,Дополнительное,Электрозащита,%,FALSE,6.01,7.3
Призрачный кристалл,Дополнительное,Защита от пси-излучения,,FALSE,8.5,10.0
Призрачный кристалл,Дополнительное,Восстановление выносливости,%,FALSE,0.51,0.6
Прима,Основное,Переносимый вес,,FALSE,7.9,9.3
Прима,Основное,Защита от разрыва,,FALSE,7.74,9.1
Прима,Основное,Радиация,,TRUE,1.06,1.25
Прима,Дополнительное,Защита от разрыва,,FALSE,2.635,3.1
Прима,Дополнительное,Переносимый вес,,FALSE,2.635,3.1
Прима,Дополнительное,Кровотечение,,FALSE,-0.68,-0.8
Проклятая роза,Основное,Пулестойкость,,FALSE,9.86,11.6
Проклятая роза,Основное,Защита от взрыва,,FALSE,7.56,8.9
Проклятая роза,Основное,Радиация,,TRUE,1.06,1.25
Проклятая роза,Дополнительное,Пулестойкость,,FALSE,3.315,3.9
Проклятая роза,Дополнительное,Защита от взрыва,,FALSE,2.55,3.0
Проклятая роза,Дополнительное,Восстановление выносливости,%,FALSE,2.465,2.9
Протоцибуля,Основное,Восстановление выносливости,%,FALSE,2.3,2.7
Протоцибуля,Основное,Эффективность лечения,%,FALSE,3.49,4.1
Протоцибуля,Основное,Радиация,,FALSE,-2.58,-3.04
Протоцибуля,Дополнительное,Регенерация здоровья,%,FALSE,0.82,1.0
Протоцибуля,Дополнительное,Восстановление выносливости,%,FALSE,0.765,0.9
Протоцибуля,Дополнительное,Эффективность лечения,%,FALSE,1.15,1.4
Радиатор,Основное,Скорость передвижения,%,FALSE,0.42,0.5
Радиатор,Основное,Скорость бега,%,FALSE,0.6,0.7
Радиатор,Основное,Температура,,FALSE,-1.84,-2.16
Радиатор,Основное,Пси-излучение,,FALSE,-1.09,-1.28
Радиатор,Основное,Горение,,FALSE,-0.26,-0.3
Радиатор,Основное,Реакция на ожог,%,FALSE,0.68,0.8
Радиатор,Дополнительное,Горение,,FALSE,-0.08,-0.1
Радиатор,Дополнительное,Скорость передвижения,%,FALSE,0.16,0.2
Радиатор,Дополнительное,Температура,,FALSE,-0.748,-0.88
Репях,Основное,Выносливость,%,FALSE,7.9,9.3
Репях,Основное,Скорость передвижения,%,FALSE,0.3,0.35
Репях,Основное,Скорость бега,%,FALSE,0.42,0.5
Репях,Основное,Радиация,,FALSE,-1.84,-2.16
Репях,Основное,Пси-излучение,,TRUE,0.42,0.5
Репях,Дополнительное,Выносливость,%,FALSE,2.635,3.1
Репях,Дополнительное,Скорость передвижения,%,FALSE,0.12,0.15
Репях,Дополнительное,Восстановление выносливости,%,FALSE,1.275,1.5
Роза,Основное,Пулестойкость,,FALSE,7.4,8.7
Роза,Основное,Защита от взрыва,,FALSE,5.7,6.7
Роза,Основное,Пси-излучение,,TRUE,1.06,1.25
Роза,Дополнительное,Пулестойкость,,FALSE,2.465,2.9
Роза,Дополнительное,Защита от взрыва,,FALSE,1.955,2.3
Роза,Дополнительное,Переносимый вес,,FALSE,5.525,6.5
Роза Изнанки,Основное,Эффективность лечения,%,TRUE,-14.45,-17.0
Роза Изнанки,Основное,Пулестойкость,,FALSE,10.37,12.2
Роза Изнанки,Основное,Стойкость,%,FALSE,7.14,8.4
Роза Изнанки,Основное,Биологическое заражение,,TRUE,2.12,2.5
Роза Изнанки,Дополнительное,Восстановление выносливости,%,FALSE,3.54,4.3
Роза Изнанки,Дополнительное,Пулестойкость,,FALSE,3.485,4.1
Роза Изнанки,Дополнительное,Стойкость,%,FALSE,2.31,2.8
Рубик,Дополнительное,Пулестойкость,,FALSE,6.885,8.1
Рубик,Дополнительное,Защита от взрыва,,FALSE,7.565,8.9
Рубик,Дополнительное,Защита от разрыва,,FALSE,10.37,12.2
Рубик,Дополнительное,Реакция на разрыв,%,FALSE,2.295,2.7
Рубик,Дополнительное,Реакция на электричество,%,FALSE,2.805,3.3
Рубик,Дополнительное,Реакция на ожог,%,FALSE,1.87,2.2
Рубик,Дополнительное,Реакция на хим. ожог,%,FALSE,2.805,3.3
Рубик,Дополнительное,Электрозащита,%,FALSE,10.37,12.2
Рубик,Дополнительное,Защита от огня,,FALSE,10.37,12.2
Рубик,Дополнительное,Химзащита,,FALSE,10.37,12.2
Рубик,Дополнительное,Отдача,%,FALSE,-1.785,-2.1
Рубик,Дополнительное,Защита от кровотечения,%,FALSE,2.8,3.4
Рубик,Дополнительное,Радиация,,FALSE,-1.088,-1.28
Рубик,Дополнительное,Температура,,FALSE,-1.088,-1.28
Рубик,Дополнительное,Биологическое заражение,,FALSE,-1.088,-1.28
Рубик,Дополнительное,Пси-излучение,,FALSE,-1.088,-1.28
Рубик,Дополнительное,Кровотечение,,FALSE,-0.85,-1.0
Рубик,Дополнительное,Скорость передвижения,%,FALSE,1.19,1.4
Рубик,Дополнительное,Переносимый вес,,FALSE,7.395,8.7
Рубик,Дополнительное,Эффективность лечения,%,FALSE,5.93,7.2
Рубик,Дополнительное,Живучесть,%,FALSE,1.02,1.2
Рубик,Дополнительное,Регенерация здоровья,%,FALSE,1.15,1.4
Рубик,Дополнительное,Выносливость,%,FALSE,11.05,13.0
Рубик,Дополнительное,Восстановление выносливости,%,FALSE,2.465,2.9
Ряска,Основное,Живучесть,%,TRUE,-13.6,-16.0
Ряска,Основное,Переносимый вес,,FALSE,5.95,7.0
Ряска,Основное,Защита от биозаражения,,FALSE,38.25,45.0
Ряска,Основное,Биологическое заражение,,FALSE,-2.58,-3.04
Ряска,Основное,Реакция на хим. ожог,%,FALSE,1.02,1.2
Ряска,Дополнительное,Химзащита,,FALSE,7.98,9.7
Ряска,Дополнительное,Регенерация здоровья,%,FALSE,0.425,0.5
Ряска,Дополнительное,Защита от биозаражения,,FALSE,17.0,20.0
Сало,Основное,Живучесть,%,FALSE,0.34,0.4
Сало,Основное,Регенерация здоровья,%,FALSE,1.28,1.5
Сало,Основное,Эффективность лечения,%,FALSE,3.91,4.6
Сало,Основное,Радиация,,TRUE,1.06,1.25
Сало,Дополнительное,Выносливость,%,FALSE,7.98,9.7
Сало,Дополнительное,Регенерация здоровья,%,FALSE,0.425,0.5
Сало,Дополнительное,Эффективность лечения,%,FALSE,1.36,1.6
Сердце,Основное,Регенерация здоровья,%,FALSE,1.53,1.8
Сердце,Основное,Восстановление выносливости,%,FALSE,2.12,2.5
Сердце,Основное,Периодическое лечение,%,FALSE,0.17,0.2
Сердце,Основное,Радиация,,TRUE,1.06,1.25
Сердце,Дополнительное,Эффективность лечения,%,FALSE,5.18,6.3
Сердце,Дополнительное,Восстановление выносливости,%,FALSE,0.66,0.8
Сердце,Дополнительное,Регенерация здоровья,%,FALSE,0.765,0.9
Сетчатка,Основное,Скорость передвижения,%,FALSE,0.85,1.0
Сетчатка,Основное,Скорость бега,%,FALSE,1.15,1.35
Сетчатка,Основное,Восстановление выносливости,%,FALSE,2.47,2.9
Сетчатка,Основное,Биологическое заражение,,FALSE,-1.09,-1.28
Сетчатка,Основное,Пси-излучение,,TRUE,1.06,1.25
Сетчатка,Основное,Реакция на ожог,%,TRUE,-4.16,-4.9
Сетчатка,Дополнительное,Скорость передвижения,%,FALSE,0.288,0.35
Сетчатка,Дополнительное,Восстановление выносливости,%,FALSE,0.85,1.0
Сетчатка,Дополнительное,Кровотечение,,FALSE,-0.85,-1.0
Силки,Основное,Скорость передвижения,%,FALSE,0.6,0.7
Силки,Основное,Скорость бега,%,FALSE,0.81,0.95
Силки,Основное,Защита от разрыва,,FALSE,14.79,17.4
Силки,Основное,Биологическое заражение,,TRUE,0.53,0.62
Силки,Основное,Пси-излучение,,FALSE,-1.09,-1.28
Силки,Дополнительное,Скорость передвижения,%,FALSE,0.206,0.25
Силки,Дополнительное,Регенерация здоровья,%,FALSE,1.15,1.4
Силки,Дополнительное,Защита от разрыва,,FALSE,4.78,5.8
Скорлупа,Основное,Регенерация здоровья,%,FALSE,1.28,1.5
Скорлупа,Основное,Пулестойкость,,FALSE,2.21,2.6
Скорлупа,Основное,Биологическое заражение,,TRUE,1.06,1.25
Скорлупа,Основное,Кровотечение,,FALSE,-0.68,-0.8
Скорлупа,Дополнительное,Кровотечение,,FALSE,-0.255,-0.3
Скорлупа,Дополнительное,Защита от кровотечения,%,FALSE,2.14,2.6
Скорлупа,Дополнительное,Регенерация здоровья,%,FALSE,0.425,0.5
Смалец,Основное,Регенерация здоровья,%,FALSE,1.19,1.4
Смалец,Основное,Эффективность лечения,%,FALSE,7.4,8.7
Смалец,Основное,Радиация,,TRUE,1.06,1.25
Смалец,Основное,Температура,,FALSE,-1.09,-1.28
Смалец,Дополнительное,Регенерация здоровья,%,FALSE,0.41,0.5
Смалец,Дополнительное,Эффективность лечения,%,FALSE,2.465,2.9
Смалец,Дополнительное,Защита от взрыва,,FALSE,6.12,7.2
Смольник,Основное,Живучесть,%,FALSE,1.78,2.1
Смольник,Основное,Периодическое лечение,%,FALSE,0.34,0.4
Смольник,Основное,Биологическое заражение,,TRUE,2.12,2.5
Смольник,Дополнительное,Восстановление выносливости,%,FALSE,2.96,3.6
Смольник,Дополнительное,Периодическое лечение,%,FALSE,0.165,0.2
Смольник,Дополнительное,Живучесть,%,FALSE,0.595,0.7
Солнце,Основное,Живучесть,%,FALSE,1.62,1.9
Солнце,Основное,Регенерация здоровья,%,FALSE,1.36,1.6
Солнце,Основное,Температура,,TRUE,2.12,2.5
Солнце,Основное,Реакция на ожог,%,FALSE,0.94,1.1
Солнце,Дополнительное,Регенерация здоровья,%,FALSE,0.51,0.6
Солнце,Дополнительное,Защита от кровотечения,%,FALSE,3.315,3.9
Солнце,Дополнительное,Живучесть,%,FALSE,0.595,0.7
Спираль,Основное,Живучесть,%,TRUE,-0.42,-0.5
Спираль,Основное,Скорость передвижения,%,FALSE,0.85,1.0
Спираль,Основное,Скорость бега,%,FALSE,1.15,1.35
Спираль,Основное,Переносимый вес,,FALSE,7.4,8.7
Спираль,Основное,Радиация,,TRUE,1.06,1.25
Спираль,Дополнительное,Переносимый вес,,FALSE,2.465,2.9
Спираль,Дополнительное,Скорость передвижения,%,FALSE,0.28,0.35
Спираль,Дополнительное,Эффективность лечения,%,FALSE,6.12,7.2
Стальной Ежик,Основное,Выносливость,%,FALSE,12.41,14.6
Стальной Ежик,Основное,Эффективность лечения,%,FALSE,2.55,3.0
Стальной Ежик,Основное,Пулестойкость,,FALSE,11.05,13.0
Стальной Ежик,Основное,Пси-излучение,,TRUE,2.12,2.5
Стальной Ежик,Основное,Реакция на разрыв,%,FALSE,1.1,1.3
Стальной Ежик,Дополнительное,Пулестойкость,,FALSE,3.74,4.4
Стальной Ежик,Дополнительное,Защита от разрыва,,FALSE,11.28,13.7
Стальной Ежик,Дополнительное,Выносливость,%,FALSE,4.03,4.9
Статик,Основное,Пулестойкость,,FALSE,8.59,10.1
Статик,Основное,Радиация,,TRUE,2.12,2.5
Статик,Основное,Отдача,%,FALSE,-3.15,-3.7
Статик,Дополнительное,Выносливость,%,FALSE,13.34,16.2
Статик,Дополнительное,Пулестойкость,,FALSE,2.8,3.4
Статик,Дополнительное,Отдача,%,FALSE,-1.07,-1.3
Темная калина,Основное,Скорость бега,%,FALSE,0.98,1.15
Темная калина,Основное,Регенерация здоровья,%,FALSE,2.8,3.3
Темная калина,Основное,Восстановление выносливости,%,FALSE,4.08,4.8
Темная калина,Основное,Пси-излучение,,TRUE,2.12,2.5
Темная калина,Основное,Отдача,%,TRUE,6.46,7.6
Темная калина,Дополнительное,Регенерация здоровья,%,FALSE,0.91,1.1
Темная калина,Дополнительное,Скорость передвижения,%,FALSE,0.95,1.15
Темная калина,Дополнительное,Восстановление выносливости,%,FALSE,1.32,1.6
Темный кристалл,Основное,Живучесть,%,FALSE,0.85,1.0
Темный кристалл,Основное,Регенерация здоровья,%,FALSE,1.36,1.6
Темный кристалл,Основное,Восстановление выносливости,%,FALSE,1.28,1.5
Темный кристалл,Основное,Радиация,,FALSE,-1.09,-1.28
Темный кристалл,Основное,Пси-излучение,,TRUE,0.53,0.62
Темный кристалл,Дополнительное,Регенерация здоровья,%,FALSE,0.68,0.8
Темный кристалл,Дополнительное,Живучесть,%,FALSE,0.85,1.0
Темный кристалл,Дополнительное,Восстановление выносливости,%,FALSE,0.68,0.8
Трансформатор,Основное,Выносливость,%,FALSE,11.82,13.9
Трансформатор,Основное,Переносимый вес,,FALSE,5.52,6.5
Трансформатор,Основное,Биологическое заражение,,FALSE,-1.09,-1.28
Трансформатор,Основное,Пси-излучение,,FALSE,-1.84,-2.16
Трансформатор,Основное,Реакция на электричество,%,FALSE,0.94,1.1
Трансформатор,Дополнительное,Выносливость,%,FALSE,3.995,4.7
Трансформатор,Дополнительное,Переносимый вес,,FALSE,1.87,2.2
Трансформатор,Дополнительное,Пси-излучение,,FALSE,-0.748,-0.88
Трещотка,Основное,Выносливость,%,FALSE,11.82,13.9
Трещотка,Основное,Скорость передвижения,%,FALSE,0.42,0.5
Трещотка,Основное,Скорость бега,%,FALSE,0.6,0.7
Трещотка,Основное,Температура,,TRUE,1.06,1.25
Трещотка,Дополнительное,Восстановление выносливости,%,FALSE,1.87,2.2
Трещотка,Дополнительное,Выносливость,%,FALSE,3.995,4.7
Трещотка,Дополнительное,Скорость передвижения,%,FALSE,0.16,0.2
Тыква,Основное,Переносимый вес,,FALSE,6.21,7.3
Тыква,Основное,Восстановление выносливости,%,FALSE,2.89,3.4
Тыква,Основное,Радиация,,FALSE,-3.47,-4.08
Тыква,Дополнительное,Живучесть,%,FALSE,0.82,1.0
Тыква,Дополнительное,Переносимый вес,,FALSE,2.06,2.5
Тыква,Дополнительное,Восстановление выносливости,%,FALSE,0.99,1.2
Улитка,Основное,Выносливость,%,FALSE,10.54,12.4
Улитка,Основное,Регенерация здоровья,%,FALSE,0.85,1.0
Улитка,Основное,Биологическое заражение,,FALSE,-2.58,-3.04
Улитка,Основное,Кровотечение,,FALSE,-0.26,-0.3
Улитка,Дополнительное,Защита от кровотечения,%,FALSE,1.955,2.3
Улитка,Дополнительное,Выносливость,%,FALSE,3.57,4.2
Улитка,Дополнительное,Регенерация здоровья,%,FALSE,0.34,0.4
Фаренгейт,Основное,Выносливость,%,FALSE,8.84,10.4
Фаренгейт,Основное,Пулестойкость,,FALSE,7.9,9.3
Фаренгейт,Основное,Температура,,FALSE,-1.09,-1.28
Фаренгейт,Основное,Холод,,TRUE,0.42,0.5
Фаренгейт,Основное,Реакция на разрыв,%,FALSE,0.85,1.0
Фаренгейт,Дополнительное,Пулестойкость,,FALSE,2.635,3.1
Фаренгейт,Дополнительное,Выносливость,%,FALSE,2.88,3.5
Фаренгейт,Дополнительное,Регенерация здоровья,%,FALSE,1.02,1.2
Флегма,Основное,Скорость передвижения,%,FALSE,0.21,0.25
Флегма,Основное,Скорость бега,%,FALSE,0.21,0.25
Флегма,Основное,Эффективность лечения,%,FALSE,5.52,6.5
Флегма,Основное,Защита от кровотечения,%,FALSE,2.21,2.6
Флегма,Основное,Биологическое заражение,,TRUE,1.06,1.25
Флегма,Дополнительное,Кровотечение,,FALSE,-0.68,-0.8
Флегма,Дополнительное,Защита от кровотечения,%,FALSE,0.765,0.9
Флегма,Дополнительное,Эффективность лечения,%,FALSE,1.87,2.2
Харя,Основное,Живучесть,%,FALSE,1.02,1.2
Харя,Основное,Переносимый вес,,FALSE,3.23,3.8
Харя,Основное,Защита от взрыва,,FALSE,10.8,12.7
Харя,Основное,Радиация,,TRUE,0.53,0.62
Харя,Основное,Биологическое заражение,,FALSE,-1.09,-1.28
Харя,Дополнительное,Живучесть,%,FALSE,0.32,0.4
Харя,Дополнительное,Регенерация здоровья,%,FALSE,1.15,1.4
Харя,Дополнительное,Защита от взрыва,,FALSE,3.54,4.3
Хрусталь,Основное,Регенерация здоровья,%,FALSE,0.85,1.0
Хрусталь,Основное,Радиация,,FALSE,-1.09,-1.28
Хрусталь,Основное,Температура,,FALSE,-0.16,-0.19
Хрусталь,Основное,Пси-излучение,,FALSE,-1.09,-1.28
Хрусталь,Основное,Холод,,TRUE,0.42,0.5
Хрусталь,Основное,Горение,,FALSE,-0.17,-0.2
Хрусталь,Основное,Реакция на ожог,%,FALSE,0.42,0.5
Хрусталь,Дополнительное,Горение,,FALSE,-0.085,-0.1
Хрусталь,Дополнительное,Регенерация здоровья,%,FALSE,0.41,0.4
Хрусталь,Дополнительное,Живучесть,%,FALSE,0.51,0.6
Цибуля,Основное,Выносливость,%,FALSE,9.44,11.1
Цибуля,Основное,Пулестойкость,,FALSE,4.16,4.9
Цибуля,Основное,Радиация,,TRUE,0.53,0.62
Цибуля,Основное,Пси-излучение,,FALSE,-1.09,-1.28
Цибуля,Дополнительное,Пулестойкость,,FALSE,1.4,1.7
Цибуля,Дополнительное,Выносливость,%,FALSE,3.05,3.7
Цибуля,Дополнительное,Защита от кровотечения,%,FALSE,1.72,2.1
Черная дыра,Основное,Живучесть,%,FALSE,0.6,0.7
Черная дыра,Основное,Восстановление выносливости,%,FALSE,4.34,5.1
Черная дыра,Основное,Пулестойкость,,FALSE,8.59,10.1
Черная дыра,Основное,Защита от кровотечения,%,TRUE,-2.21,-2.6
Черная дыра,Основное,Пси-излучение,,TRUE,2.12,2.5
Черная дыра,Дополнительное,Пулестойкость,,FALSE,2.8,3.4
Черная дыра,Дополнительное,Восстановление выносливости,%,FALSE,1.4,1.7
Черная дыра,Дополнительное,Регенерация здоровья,%,FALSE,1.48,1.8
Чернильница,Основное,Живучесть,%,FALSE,1.02,1.2
Чернильница,Основное,Регенерация здоровья,%,FALSE,1.7,2.0
Чернильница,Основное,Биологическое заражение,,TRUE,1.06,1.25
Чернильница,Основное,Реакция на разрыв,%,FALSE,1.02,1.2
Чернильница,Дополнительное,Защита от разрыва,,FALSE,10.37,12.2
Чернильница,Дополнительное,Регенерация здоровья,%,FALSE,0.58,0.7
Чернильница,Дополнительное,Живучесть,%,FALSE,0.34,0.4
Чертов еж,Основное,Выносливость,%,FALSE,11.82,13.9
Чертов еж,Основное,Скорость передвижения,%,FALSE,0.42,0.5
Чертов еж,Основное,Скорость бега,%,FALSE,0.6,0.7
Чертов еж,Основное,Радиация,,FALSE,-1.09,-1.28
Чертов еж,Основное,Температура,,FALSE,-1.09,-1.28
Чертов еж,Основное,Биологическое заражение,,FALSE,-1.09,-1.28
Чертов еж,Основное,Реакция на разрыв,%,FALSE,0.76,0.9
Чертов еж,Дополнительное,Выносливость,%,FALSE,3.87,4.7
Чертов еж,Дополнительное,Скорость передвижения,%,FALSE,0.17,0.2
Чертов еж,Дополнительное,Пси-излучение,,FALSE,-1.06,-1.28
Шишка,Основное,Выносливость,%,FALSE,12.92,15.2
Шишка,Основное,Температура,,FALSE,-3.47,-4.08
Шишка,Основное,Горение,,FALSE,-0.17,-0.2
Шишка,Дополнительное,Выносливость,%,FALSE,4.28,5.2
Шишка,Дополнительное,Эффективность лечения,%,FALSE,4.2,5.1
Шишка,Дополнительное,Горение,,FALSE,-0.082,-0.1
Юла,Основное,Защита от разрыва,,FALSE,12.33,14.5
Юла,Основное,Защита от взрыва,,FALSE,6.38,7.5
Юла,Основное,Пси-излучение,,FALSE,-3.47,-4.08
Юла,Дополнительное,Пулестойкость,,FALSE,5.6,6.8
Юла,Дополнительное,Защита от разрыва,,FALSE,4.03,4.9
Юла,Дополнительное,Защита от взрыва,,FALSE,2.06,2.5
Ягодка,Основное,Живучесть,%,FALSE,1.1,1.3
Ягодка,Основное,Радиация,,TRUE,1.06,1.25
Ягодка,Основное,Кровотечение,,FALSE,-0.51,-0.6
Ягодка,Дополнительное,Кровотечение,,FALSE,-0.17,-0.2
Ягодка,Дополнительное,Регенерация здоровья,%,FALSE,0.91,1.1
Ягодка,Дополнительное,Живучесть,%,FALSE,0.425,0.5
Яйцо,Основное,Выносливость,%,FALSE,16.49,19.4
Яйцо,Основное,Переносимый вес,,FALSE,15.81,18.6
Яйцо,Основное,Радиация,,TRUE,2.12,2.5
Яйцо,Дополнительное,Выносливость,%,FALSE,5.525,6.5
Яйцо,Дополнительное,Переносимый вес,,FALSE,5.27,6.2
Яйцо,Дополнительное,Защита от кровотечения,%,FALSE,4.335,5.1
Янтарник,Основное,Скорость бега,%,FALSE,0.51,0.6
Янтарник,Основное,Переносимый вес,,FALSE,9.52,11.2
Янтарник,Основное,Восстановление выносливости,%,FALSE,2.21,2.6
Янтарник,Основное,Радиация,,TRUE,0.53,0.62
Янтарник,Основное,Температура,,FALSE,-1.09,-1.28
Янтарник,Дополнительное,Скорость передвижения,%,FALSE,0.49,0.6
Янтарник,Дополнительное,Восстановление выносливости,%,FALSE,0.765,0.9
Янтарник,Дополнительное,Переносимый вес,,FALSE,3.23,3.8
