artifact_name,property_type,stat_name,unit,is_harmful,value_at_85,value_at_100,protection_affected,efficiency_affected
Красный кристалл,Дополнительное,Защита от огня,,FALSE,6.01,7.3,FALSE,TRUE
Красный кристалл,Дополнительное,Защита от температуры,,FALSE,8.5,10.0,FALSE,TRUE
Красный кристалл,Дополнительное,Выносливость,%,FALSE,2.21,2.6,FALSE,TRUE
Креветка,Основное,Живучесть,,TRUE,-0.425,-0.5,FALSE,TRUE
Креветка,Основное,Переносимый вес,с,FALSE,9.265,10.9,FALSE,TRUE
Креветка,Основное,Пулестойкость,,FALSE,6.035,7.1,FALSE,TRUE
Креветка,Основное,Пси-излучение,,TRUE,1.0625,1.25,TRUE,FALSE
Креветка,Дополнительное,Пулестойкость,,FALSE,2.04,2.4,FALSE,TRUE
Креветка,Дополнительное,Защита от взрыва,,FALSE,6.63,7.8,FALSE,TRUE
Креветка,Дополнительное,Переносимый вес,,FALSE,3.145,3.7,FALSE,TRUE
Криоген,Основное,Переносимый вес,с,FALSE,7.055,8.3,FALSE,TRUE
Криоген,Основное,Восстановление выносливости,,FALSE,1.615,1.9,FALSE,TRUE
Криоген,Основное,Температура,,FALSE,-2.584,-3.04,FALSE,FALSE
Криоген,Дополнительное,Восстановление выносливости,%,FALSE,0.765,0.9,FALSE,TRUE
Криоген,Дополнительное,Пулестойкость,,FALSE,4.59,5.4,FALSE,TRUE
Криоген,Дополнительное,Переносимый вес,,FALSE,1.2,2.0,FALSE,TRUE
Кристалл Изнанки,Основное,Выносливость,%,FALSE,11.05,13.0,FALSE,TRUE
Кристалл Изнанки,Основное,Переносимый вес,с,FALSE,10.54,12.4,FALSE,TRUE
Кристалл Изнанки,Основное,Радиация,,FALSE,-1.088,-1.28,FALSE,FALSE
Кристалл Изнанки,Основное,Биологическое заражение,,TRUE,1.0625,1.25,TRUE,FALSE
Кристалл Изнанки,Дополнительное,Выносливость,%,FALSE,3.74,4.4,FALSE,TRUE
Кристалл Изнанки,Дополнительное,Переносимый вес,,FALSE,3.57,4.2,FALSE,TRUE
Кристалл Изнанки,Дополнительное,Восстановление выносливости,%,FALSE,2.465,2.9,FALSE,TRUE
Куриный бог,Основное,Живучесть,,FALSE,1.445,1.7,FALSE,TRUE
Куриный бог,Основное,Переносимый вес,с,FALSE,7.395,8.7,FALSE,TRUE
Куриный бог,Основное,Температура,,FALSE,-0.1632,-0.192,FALSE,FALSE
Куриный бог,Основное,Холод,,TRUE,0.425,0.5,FALSE,FALSE
Куриный бог,Основное,Реакция на электричество,%,FALSE,0.85,1.0,FALSE,TRUE
Куриный бог,Основное,Реакция на ожог,,FALSE,0.85,1.0,FALSE,TRUE
Куриный бог,Основное,Реакция на хим. ожог,,FALSE,0.85,1.0,FALSE,TRUE
Куриный бог,Основное,Реакция на разрыв,,FALSE,0.85,1.0,FALSE,TRUE
Куриный бог,Дополнительное,Живучесть,%,FALSE,0.49,0.6,FALSE,TRUE
Куриный бог,Дополнительное,Переносимый вес,,FALSE,2.465,2.9,FALSE,TRUE
Куриный бог,Дополнительное,Восстановление выносливости,%,FALSE,2.465,2.9,FALSE,TRUE
Лампочка Ильича,Основное,Живучесть,,TRUE,-13.6,-16.0,FALSE,TRUE
Лампочка Ильича,Основное,Переносимый вес,с,FALSE,5.95,7.0,FALSE,TRUE
Лампочка Ильича,Основное,Защита от пси-излучения,,FALSE,38.25,45.0,FALSE,TRUE
Лампочка Ильича,Основное,Пси-излучение,,FALSE,-2.584,-3.04,FALSE,FALSE
Лампочка Ильича,Основное,Реакция на электричество,%,FALSE,1.02,1.2,FALSE,TRUE
Лампочка Ильича,Дополнительное,Переносимый вес,,FALSE,1.98,2.4,FALSE,TRUE
Лампочка Ильича,Дополнительное,Защита от пси-излучения,,FALSE,16.47,20.0,FALSE,TRUE
Лампочка Ильича,Дополнительное,Электрозащита,%,FALSE,7.99,9.7,FALSE,TRUE
Ледяной ежик,Основное,Скорость передвижения,%,FALSE,0.85,1.0,FALSE,TRUE
Ледяной ежик,Основное,Скорость бега,%,FALSE,1.1475,1.35,FALSE,TRUE
Ледяной ежик,Основное,Восстановление выносливости,,FALSE,2.465,2.9,FALSE,TRUE
Ледяной ежик,Основное,Биологическое заражение,,TRUE,1.0625,1.25,TRUE,FALSE
Ледяной ежик,Дополнительное,Выносливость,%,FALSE,11.05,13.0,FALSE,TRUE
Ледяной ежик,Дополнительное,Скорость передвижения,%,FALSE,0.28,0.35,FALSE,TRUE
Ледяной ежик,Дополнительное,Восстановление выносливости,%,FALSE,0.85,1.0,FALSE,TRUE
Липкий репях,Основное,Выносливость,%,FALSE,9.18,10.8,FALSE,TRUE
Липкий репях,Основное,Скорость передвижения,%,FALSE,0.34,0.4,FALSE,TRUE
Липкий репях,Основное,Скорость бега,%,FALSE,0.4675,0.55,FALSE,TRUE
Липкий репях,Основное,Радиация,,FALSE,-1.836,-2.16,FALSE,FALSE
Липкий репях,Дополнительное,Радиация,,FALSE,-0.748,-0.88,FALSE,FALSE
Липкий репях,Дополнительное,Выносливость,%,FALSE,3.06,3.6,FALSE,TRUE
Липкий репях,Дополнительное,Скорость передвижения,%,FALSE,0.12,0.15,FALSE,TRUE
Личинка,Основное,Выносливость,%,FALSE,11.05,13.0,FALSE,TRUE
Личинка,Основное,Эффективность лечения,,FALSE,7.395,8.7,FALSE,TRUE
Личинка,Основное,Температура,,FALSE,-1.088,-1.28,FALSE,FALSE
Личинка,Основное,Биологическое заражение,,TRUE,0.5312,0.625,TRUE,FALSE
Личинка,Дополнительное,Живучесть,%,FALSE,0.99,1.2,FALSE,TRUE
Личинка,Дополнительное,Выносливость,%,FALSE,3.62,4.4,FALSE,TRUE
Личинка,Дополнительное,Эффективность лечения,%,FALSE,2.39,2.9,FALSE,TRUE
Магма,Основное,Живучесть,,FALSE,1.785,2.1,FALSE,TRUE
Магма,Основное,Пулестойкость,,FALSE,3.74,4.4,FALSE,TRUE
Магма,Основное,Стойкость,,FALSE,4.165,4.9,FALSE,TRUE
Магма,Основное,Температура,,TRUE,2.125,2.5,TRUE,FALSE
Магма,Дополнительное,Живучесть,%,FALSE,0.576,0.699,FALSE,TRUE
Магма,Дополнительное,Выносливость,%,FALSE,13.34,16.2,FALSE,TRUE
Магма,Дополнительное,Стойкость,%,FALSE,1.4,1.7,FALSE,TRUE
Многогранник,Основное,Снижает урон на,,FALSE,38.25,45.0,FALSE,TRUE
Многогранник,Основное,Перезарядка,,FALSE,11.9,8.2775,FALSE,TRUE
Многогранник,Основное,Заряда за активацию,,FALSE,3.5,1.89,FALSE,TRUE
Многогранник,Основное,Выносливость,%,FALSE,17.68,20.8,FALSE,TRUE
Многогранник,Основное,Скорость бега,%,FALSE,0.6375,0.75,FALSE,TRUE
Многогранник,Основное,Восстановление выносливости,,FALSE,2.72,3.2,FALSE,TRUE
Многогранник,Основное,Радиация,,TRUE,2.125,2.5,TRUE,FALSE
Многогранник,Дополнительное,Восстановление выносливости,%,FALSE,0.91,1.1,FALSE,TRUE
Многогранник,Дополнительное,Выносливость,%,FALSE,5.76,7.0,FALSE,TRUE
Многогранник,Дополнительное,Скорость передвижения,%,FALSE,0.618,0.75,FALSE,TRUE
Многогранник,Дополнительное,Срабатывает при,,FALSE,100.0,100.0,FALSE,TRUE
Морозец,Основное,Живучесть,,FALSE,2.295,2.7,FALSE,TRUE
Морозец,Основное,Температура,,FALSE,-0.3264,-0.384,FALSE,FALSE
Морозец,Основное,Холод,,TRUE,0.85,1.0,FALSE,FALSE
Морозец,Основное,Горение,,FALSE,-0.34,-0.4,FALSE,FALSE
Морозец,Дополнительное,Живучесть,%,FALSE,0.765,0.9,FALSE,TRUE
Морозец,Дополнительное,Горение,,FALSE,-0.17,-0.2,FALSE,FALSE
Морозец,Дополнительное,Защита от взрыва,,FALSE,12.665,14.9,FALSE,TRUE
Нервяк,Основное,Скорость передвижения,%,FALSE,0.595,0.7,FALSE,TRUE
Нервяк,Основное,Скорость бега,%,FALSE,0.8075,0.95,FALSE,TRUE
Нервяк,Основное,Эффективность лечения,,FALSE,7.395,8.7,FALSE,TRUE
Нервяк,Основное,Пулестойкость,,TRUE,-1.7,-2.0,FALSE,TRUE
Нервяк,Основное,Температура,,TRUE,1.0625,1.25,TRUE,FALSE
Нервяк,Дополнительное,Скорость передвижения,%,FALSE,0.2,0.25,FALSE,TRUE
Нервяк,Дополнительное,Эффективность лечения,%,FALSE,2.465,2.9,FALSE,TRUE
Нервяк,Дополнительное,Переносимый вес,,FALSE,7.395,8.7,FALSE,TRUE
Обруч,Основное,Регенерация здоровья,,FALSE,1.955,2.3,FALSE,TRUE
Обруч,Основное,Пулестойкость,,FALSE,7.735,9.1,FALSE,TRUE
Обруч,Основное,Пси-излучение,,TRUE,2.125,2.5,TRUE,FALSE
Обруч,Дополнительное,Пулестойкость,,FALSE,2.55,3.1,FALSE,TRUE
Обруч,Дополнительное,Выносливость,%,FALSE,12.02,14.6,FALSE,TRUE
Обруч,Дополнительное,Регенерация здоровья,%,FALSE,0.68,0.8,FALSE,TRUE
Огонек,Основное,Регенерация здоровья,,FALSE,0.765,0.9,FALSE,TRUE
Огонек,Основное,Восстановление выносливости,,FALSE,2.04,2.4,FALSE,TRUE
Огонек,Основное,Пулестойкость,,FALSE,1.785,2.1,FALSE,TRUE
Огонек,Основное,Температура,,FALSE,-1.836,-2.16,FALSE,FALSE
Огонек,Дополнительное,Температура,,FALSE,-0.35,-0.88,FALSE,FALSE
Огонек,Дополнительное,Восстановление выносливости,%,FALSE,0.68,0.8,FALSE,TRUE
Огонек,Дополнительное,Регенерация здоровья,%,FALSE,0.24,0.3,FALSE,TRUE
Опал,Основное,Живучесть,,TRUE,-2.465,-2.9,FALSE,TRUE
Опал,Основное,Выносливость,%,FALSE,18.36,21.6,FALSE,TRUE
Опал,Основное,Пулестойкость,,FALSE,16.405,19.3,FALSE,TRUE
Опал,Основное,Температура,,FALSE,-0.3264,-0.384,FALSE,FALSE
Опал,Основное,Холод,,TRUE,0.85,1.0,FALSE,FALSE
Опал,Дополнительное,Выносливость,%,FALSE,5.93,7.2,FALSE,TRUE
Опал,Дополнительное,Пулестойкость,,FALSE,5.35,6.5,FALSE,TRUE
Опал,Дополнительное,Стойкость,%,FALSE,5.35,6.5,FALSE,TRUE
Осколок,Основное,Живучесть,,FALSE,1.615,1.9,FALSE,TRUE
Осколок,Основное,Регенерация здоровья,,FALSE,0.595,0.7,FALSE,TRUE
Осколок,Основное,Эффективность лечения,,FALSE,5.865,6.9,FALSE,TRUE
Осколок,Основное,Биологическое заражение,,TRUE,2.125,2.5,TRUE,FALSE
Осколок,Дополнительное,Живучесть,%,FALSE,0.595,0.7,FALSE,TRUE
Осколок,Дополнительное,Восстановление выносливости,%,FALSE,2.72,3.2,FALSE,TRUE
Осколок,Дополнительное,Эффективность лечения,%,FALSE,1.955,2.3,FALSE,TRUE
Остов,Основное,Переносимый вес,с,FALSE,7.905,9.3,FALSE,TRUE
Остов,Основное,Восстановление выносливости,,FALSE,1.87,2.2,FALSE,TRUE
Остов,Основное,Радиация,,FALSE,-1.088,-1.28,FALSE,FALSE
Остов,Основное,Температура,,FALSE,-1.088,-1.28,FALSE,FALSE
Остов,Основное,Биологическое заражение,,FALSE,-1.088,-1.28,FALSE,FALSE
Остов,Дополнительное,Пси-излучение,,FALSE,-1.088,-1.28,FALSE,FALSE
Остов,Дополнительное,Переносимый вес,,FALSE,2.635,3.1,FALSE,TRUE
Остов,Дополнительное,Восстановление выносливости,%,FALSE,0.68,0.8,FALSE,TRUE
Петля,Основное,Скорость передвижения,%,FALSE,1.02,1.2,FALSE,TRUE
Петля,Основное,Скорость бега,%,FALSE,1.36,1.6,FALSE,TRUE
Петля,Основное,Радиация,,TRUE,2.125,2.5,TRUE,FALSE
Петля,Основное,Отдача,,FALSE,-2.21,-2.6,FALSE,FALSE
Петля,Дополнительное,Скорость передвижения,%,FALSE,0.33,0.4,FALSE,TRUE
Петля,Дополнительное,Кровотечение,,FALSE,-0.82,-1.0,FALSE,FALSE
Петля,Дополнительное,Отдача,%,FALSE,-0.74,-0.9,FALSE,FALSE
Пиявка,Основное,Живучесть,,TRUE,-6.8,-8.0,FALSE,TRUE
Пиявка,Основное,Переносимый вес,с,FALSE,4.42,5.2,FALSE,TRUE
Пиявка,Основное,Защита от радиации,,FALSE,17.0,20.0,FALSE,TRUE
Пиявка,Основное,Радиация,,FALSE,-1.836,-2.16,FALSE,FALSE
Пиявка,Дополнительное,Переносимый вес,,FALSE,1.53,1.8,FALSE,TRUE
Пиявка,Дополнительное,Реакция на разрыв,%,FALSE,1.36,1.6,FALSE,TRUE
Пиявка,Дополнительное,Защита от радиации,,FALSE,8.5,10.0,FALSE,TRUE
Плод,Основное,Скорость бега,%,FALSE,0.2975,0.35,FALSE,TRUE
Плод,Основное,Восстановление выносливости,,FALSE,1.275,1.5,FALSE,TRUE
Плод,Основное,Радиация,,TRUE,0.425,0.5,TRUE,FALSE
Плод,Основное,Биологическое заражение,,FALSE,-1.836,-2.16,FALSE,FALSE
Плод,Основное,Кровотечение,,FALSE,-0.595,-0.7,FALSE,FALSE
Плод,Основное,Реакция на хим. ожог,,FALSE,0.595,0.7,FALSE,TRUE
Плод,Дополнительное,Восстановление выносливости,%,FALSE,0.425,0.5,FALSE,TRUE
Плод,Дополнительное,Кровотечение,,FALSE,-0.24,-0.3,FALSE,FALSE
Плод,Дополнительное,Скорость передвижения,%,FALSE,0.28,0.35,FALSE,TRUE
Полено,Основное,Восстановление выносливости,,FALSE,3.485,4.1,FALSE,TRUE
Полено,Основное,Пулестойкость,,FALSE,6.885,8.1,FALSE,TRUE
Полено,Основное,Радиация,,FALSE,-1.088,-1.28,FALSE,FALSE
Полено,Основное,Температура,,TRUE,0.5312,0.625,TRUE,FALSE
Полено,Дополнительное,Регенерация здоровья,%,FALSE,1.15,1.4,FALSE,TRUE
Полено,Дополнительное,Восстановление выносливости,%,FALSE,1.15,1.4,FALSE,TRUE
Полено,Дополнительное,Пулестойкость,,FALSE,2.22,2.7,FALSE,TRUE
Призма,Основное,Пулестойкость,,FALSE,12.325,14.5,FALSE,TRUE
Призма,Основное,Защита от взрыва,,FALSE,9.52,11.2,FALSE,TRUE
Призма,Основное,Стойкость,,FALSE,2.21,2.6,FALSE,TRUE
Призма,Основное,Пси-излучение,,TRUE,2.125,2.5,TRUE,FALSE
Призма,Дополнительное,Пулестойкость,,FALSE,4.165,4.9,FALSE,TRUE
Призма,Дополнительное,Защита от взрыва,,FALSE,3.23,3.8,FALSE,TRUE
Призма,Дополнительное,Восстановление выносливости,%,FALSE,3.06,3.6,FALSE,TRUE
Призрачный кристалл,Основное,Живучесть,,TRUE,-6.8,-8.0,FALSE,TRUE
Призрачный кристалл,Основное,Восстановление выносливости,,FALSE,1.445,1.7,FALSE,TRUE
Призрачный кристалл,Основное,Защита от пси-излучения,,FALSE,17.0,20.0,FALSE,TRUE
Призрачный кристалл,Основное,Пси-излучение,,FALSE,-1.836,-2.16,FALSE,FALSE
Призрачный кристалл,Основное,Реакция на электричество,%,FALSE,0.765,0.9,FALSE,TRUE
Призрачный кристалл,Дополнительное,Электрозащита,%,FALSE,6.01,7.3,FALSE,TRUE
Призрачный кристалл,Дополнительное,Защита от пси-излучения,,FALSE,8.5,10.0,FALSE,TRUE
Призрачный кристалл,Дополнительное,Восстановление выносливости,%,FALSE,0.51,0.6,FALSE,TRUE
Прима,Основное,Переносимый вес,с,FALSE,7.905,9.3,FALSE,TRUE
Прима,Основное,Защита от разрыва,,FALSE,7.735,9.1,FALSE,TRUE
Прима,Основное,Радиация,,TRUE,1.0625,1.25,TRUE,FALSE
Прима,Дополнительное,Защита от разрыва,,FALSE,2.635,3.1,FALSE,TRUE
Прима,Дополнительное,Переносимый вес,,FALSE,2.635,3.1,FALSE,TRUE
Прима,Дополнительное,Кровотечение,,FALSE,-0.68,-0.8,FALSE,FALSE
Проклятая роза,Основное,Пулестойкость,,FALSE,9.86,11.6,FALSE,TRUE
Проклятая роза,Основное,Защита от взрыва,,FALSE,7.565,8.9,FALSE,TRUE
Проклятая роза,Основное,Радиация,,TRUE,1.0625,1.25,TRUE,FALSE
Проклятая роза,Дополнительное,Пулестойкость,,FALSE,3.315,3.9,FALSE,TRUE
Проклятая роза,Дополнительное,Защита от взрыва,,FALSE,2.55,3.0,FALSE,TRUE
Проклятая роза,Дополнительное,Восстановление выносливости,%,FALSE,2.465,2.9,FALSE,TRUE
Протоцибуля,Основное,Восстановление выносливости,,FALSE,2.295,2.7,FALSE,TRUE
Протоцибуля,Основное,Эффективность лечения,,FALSE,3.485,4.1,FALSE,TRUE
Протоцибуля,Основное,Радиация,,FALSE,-2.584,-3.04,FALSE,FALSE
Протоцибуля,Дополнительное,Регенерация здоровья,%,FALSE,0.82,1.0,FALSE,TRUE
Протоцибуля,Дополнительное,Восстановление выносливости,%,FALSE,0.765,0.9,FALSE,TRUE
Протоцибуля,Дополнительное,Эффективность лечения,%,FALSE,1.15,1.4,FALSE,TRUE
Радиатор,Основное,Скорость передвижения,%,FALSE,0.425,0.5,FALSE,TRUE
Радиатор,Основное,Скорость бега,%,FALSE,0.595,0.7,FALSE,TRUE
Радиатор,Основное,Температура,,FALSE,-1.836,-2.16,FALSE,FALSE
Радиатор,Основное,Пси-излучение,,FALSE,-1.088,-1.28,FALSE,FALSE
Радиатор,Основное,Горение,,FALSE,-0.255,-0.3,FALSE,FALSE
Радиатор,Основное,Реакция на ожог,,FALSE,0.68,0.8,FALSE,TRUE
Радиатор,Дополнительное,Горение,,FALSE,-0.08,-0.1,FALSE,FALSE
Радиатор,Дополнительное,Скорость передвижения,%,FALSE,0.16,0.2,FALSE,TRUE
Радиатор,Дополнительное,Температура,,FALSE,-0.748,-0.88,FALSE,FALSE
Репях,Основное,Выносливость,%,FALSE,7.905,9.3,FALSE,TRUE
Репях,Основное,Скорость передвижения,%,FALSE,0.2975,0.35,FALSE,TRUE
Репях,Основное,Скорость бега,%,FALSE,0.425,0.5,FALSE,TRUE
Репях,Основное,Радиация,,FALSE,-1.836,-2.16,FALSE,FALSE
Репях,Основное,Пси-излучение,,TRUE,0.425,0.5,TRUE,FALSE
Репях,Дополнительное,Выносливость,%,FALSE,2.635,3.1,FALSE,TRUE
Репях,Дополнительное,Скорость передвижения,%,FALSE,0.12,0.15,FALSE,TRUE
Репях,Дополнительное,Восстановление выносливости,%,FALSE,1.275,1.5,FALSE,TRUE
Роза,Основное,Пулестойкость,,FALSE,7.395,8.7,FALSE,TRUE
Роза,Основное,Защита от взрыва,,FALSE,5.695,6.7,FALSE,TRUE
Роза,Основное,Пси-излучение,,TRUE,1.0625,1.25,TRUE,FALSE
Роза,Дополнительное,Пулестойкость,,FALSE,2.465,2.9,FALSE,TRUE
Роза,Дополнительное,Защита от взрыва,,FALSE,1.955,2.3,FALSE,TRUE
Роза,Дополнительное,Переносимый вес,,FALSE,5.525,6.5,FALSE,TRUE
Роза Изнанки,Основное,Эффективность лечения,,TRUE,-14.45,-17.0,FALSE,TRUE
Роза Изнанки,Основное,Пулестойкость,,FALSE,10.37,12.2,FALSE,TRUE
Роза Изнанки,Основное,Стойкость,,FALSE,7.14,8.4,FALSE,TRUE
Роза Изнанки,Основное,Биологическое заражение,,TRUE,2.125,2.5,TRUE,FALSE
Роза Изнанки,Дополнительное,Восстановление выносливости,%,FALSE,3.54,4.3,FALSE,TRUE
Роза Изнанки,Дополнительное,Пулестойкость,,FALSE,3.485,4.1,FALSE,TRUE
Роза Изнанки,Дополнительное,Стойкость,%,FALSE,2.31,2.8,FALSE,TRUE
Рубик,Дополнительное,Пулестойкость,,FALSE,6.885,8.1,FALSE,TRUE
Рубик,Дополнительное,Защита от взрыва,,FALSE,7.565,8.9,FALSE,TRUE
Рубик,Дополнительное,Защита от разрыва,,FALSE,10.37,12.2,FALSE,TRUE
Рубик,Дополнительное,Реакция на разрыв,%,FALSE,2.295,2.7,FALSE,TRUE
Рубик,Дополнительное,Реакция на электричество,%,FALSE,2.805,3.3,FALSE,TRUE
Рубик,Дополнительное,Реакция на ожог,%,FALSE,1.87,2.2,FALSE,TRUE
Рубик,Дополнительное,Реакция на хим. ожог,%,FALSE,2.805,3.3,FALSE,TRUE
Рубик,Дополнительное,Электрозащита,%,FALSE,10.37,12.2,FALSE,TRUE
Рубик,Дополнительное,Защита от огня,,FALSE,10.37,12.2,FALSE,TRUE
Рубик,Дополнительное,Химзащита,,FALSE,10.37,12.2,FALSE,TRUE
Рубик,Дополнительное,Отдача,%,FALSE,-1.785,-2.1,FALSE,FALSE
Рубик,Дополнительное,Защита от кровотечения,%,FALSE,2.8,3.4,FALSE,TRUE
Рубик,Дополнительное,Радиация,,FALSE,-1.088,-1.28,FALSE,FALSE
Рубик,Дополнительное,Температура,,FALSE,-1.088,-1.28,FALSE,FALSE
Рубик,Дополнительное,Биологическое заражение,,FALSE,-1.088,-1.28,FALSE,FALSE
Рубик,Дополнительное,Пси-излучение,,FALSE,-1.088,-1.28,FALSE,FALSE
Рубик,Дополнительное,Кровотечение,,FALSE,-0.85,-1.0,FALSE,FALSE
Рубик,Дополнительное,Скорость передвижения,%,FALSE,1.19,1.4,FALSE,TRUE
Рубик,Дополнительное,Переносимый вес,,FALSE,7.395,8.7,FALSE,TRUE
Рубик,Дополнительное,Эффективность лечения,%,FALSE,5.93,7.2,FALSE,TRUE
Рубик,Дополнительное,Живучесть,%,FALSE,1.02,1.2,FALSE,TRUE
Рубик,Дополнительное,Регенерация здоровья,%,FALSE,1.15,1.4,FALSE,TRUE
Рубик,Дополнительное,Выносливость,%,FALSE,11.05,13.0,FALSE,TRUE
Рубик,Дополнительное,Восстановление выносливости,%,FALSE,2.465,2.9,FALSE,TRUE
Ряска,Основное,Живучесть,,TRUE,-13.6,-16.0,FALSE,TRUE
Ряска,Основное,Переносимый вес,с,FALSE,5.95,7.0,FALSE,TRUE
Ряска,Основное,Защита от биозаражения,,FALSE,38.25,45.0,FALSE,TRUE
Ряска,Основное,Биологическое заражение,,FALSE,-2.584,-3.04,FALSE,FALSE
Ряска,Основное,Реакция на хим. ожог,,FALSE,1.02,1.2,FALSE,TRUE
Ряска,Дополнительное,Химзащита,,FALSE,7.98,9.7,FALSE,TRUE
Ряска,Дополнительное,Регенерация здоровья,%,FALSE,0.425,0.5,FALSE,TRUE
Ряска,Дополнительное,Защита от биозаражения,,FALSE,17.0,20.0,FALSE,TRUE
Сало,Основное,Живучесть,,FALSE,0.34,0.4,FALSE,TRUE
Сало,Основное,Регенерация здоровья,,FALSE,1.275,1.5,FALSE,TRUE
Сало,Основное,Эффективность лечения,,FALSE,3.91,4.6,FALSE,TRUE
Сало,Основное,Радиация,,TRUE,1.0625,1.25,TRUE,FALSE
Сало,Дополнительное,Выносливость,%,FALSE,7.98,9.7,FALSE,TRUE
Сало,Дополнительное,Регенерация здоровья,%,FALSE,0.425,0.5,FALSE,TRUE
Сало,Дополнительное,Эффективность лечения,%,FALSE,1.36,1.6,FALSE,TRUE
Сердце,Основное,Регенерация здоровья,,FALSE,1.53,1.8,FALSE,TRUE
Сердце,Основное,Восстановление выносливости,,FALSE,2.125,2.5,FALSE,TRUE
Сердце,Основное,Периодическое лечение,,FALSE,0.17,0.2,FALSE,TRUE
Сердце,Основное,Радиация,,TRUE,1.0625,1.25,TRUE,FALSE
Сердце,Дополнительное,Эффективность лечения,%,FALSE,5.18,6.3,FALSE,TRUE
Сердце,Дополнительное,Восстановление выносливости,%,FALSE,0.66,0.8,FALSE,TRUE
Сердце,Дополнительное,Регенерация здоровья,%,FALSE,0.765,0.9,FALSE,TRUE
Сетчатка,Основное,Скорость передвижения,%,FALSE,0.85,1.0,FALSE,TRUE
Сетчатка,Основное,Скорость бега,%,FALSE,1.1475,1.35,FALSE,TRUE
Сетчатка,Основное,Восстановление выносливости,,FALSE,2.465,2.9,FALSE,TRUE
Сетчатка,Основное,Биологическое заражение,,FALSE,-1.088,-1.28,FALSE,FALSE
Сетчатка,Основное,Пси-излучение,,TRUE,1.0625,1.25,TRUE,FALSE
Сетчатка,Основное,Реакция на ожог,,TRUE,-4.165,-4.9,FALSE,TRUE
Сетчатка,Дополнительное,Скорость передвижения,%,FALSE,0.288,0.35,FALSE,TRUE
Сетчатка,Дополнительное,Восстановление выносливости,%,FALSE,0.85,1.0,FALSE,TRUE
Сетчатка,Дополнительное,Кровотечение,,FALSE,-0.85,-1.0,FALSE,FALSE
Силки,Основное,Скорость передвижения,%,FALSE,0.595,0.7,FALSE,TRUE
Силки,Основное,Скорость бега,%,FALSE,0.8075,0.95,FALSE,TRUE
Силки,Основное,Защита от разрыва,,FALSE,14.79,17.4,FALSE,TRUE
Силки,Основное,Биологическое заражение,,TRUE,0.5312,0.625,TRUE,FALSE
Силки,Основное,Пси-излучение,,FALSE,-1.088,-1.28,FALSE,FALSE
Силки,Дополнительное,Скорость передвижения,%,FALSE,0.206,0.25,FALSE,TRUE
Силки,Дополнительное,Регенерация здоровья,%,FALSE,1.15,1.4,FALSE,TRUE
Силки,Дополнительное,Защита от разрыва,,FALSE,4.78,5.8,FALSE,TRUE
Скорлупа,Основное,Регенерация здоровья,,FALSE,1.275,1.5,FALSE,TRUE
Скорлупа,Основное,Пулестойкость,,FALSE,2.21,2.6,FALSE,TRUE
Скорлупа,Основное,Биологическое заражение,,TRUE,1.0625,1.25,TRUE,FALSE
Скорлупа,Основное,Кровотечение,,FALSE,-0.68,-0.8,FALSE,FALSE
Скорлупа,Дополнительное,Кровотечение,,FALSE,-0.255,-0.3,FALSE,FALSE
Скорлупа,Дополнительное,Защита от кровотечения,%,FALSE,2.14,2.6,FALSE,TRUE
Скорлупа,Дополнительное,Регенерация здоровья,%,FALSE,0.425,0.5,FALSE,TRUE
Смалец,Основное,Регенерация здоровья,,FALSE,1.19,1.4,FALSE,TRUE
Смалец,Основное,Эффективность лечения,,FALSE,7.395,8.7,FALSE,TRUE
Смалец,Основное,Радиация,,TRUE,1.0625,1.25,TRUE,FALSE
Смалец,Основное,Температура,,FALSE,-1.088,-1.28,FALSE,FALSE
Смалец,Дополнительное,Регенерация здоровья,%,FALSE,0.41,0.5,FALSE,TRUE
Смалец,Дополнительное,Эффективность лечения,%,FALSE,2.465,2.9,FALSE,TRUE
Смалец,Дополнительное,Защита от взрыва,,FALSE,6.12,7.2,FALSE,TRUE
Смольник,Основное,Живучесть,,FALSE,1.785,2.1,FALSE,TRUE
Смольник,Основное,Периодическое лечение,,FALSE,0.34,0.4,FALSE,TRUE
Смольник,Основное,Биологическое заражение,,TRUE,2.125,2.5,TRUE,FALSE
Смольник,Дополнительное,Восстановление выносливости,%,FALSE,2.96,3.6,FALSE,TRUE
Смольник,Дополнительное,Периодическое лечение,%,FALSE,0.165,0.2,FALSE,TRUE
Смольник,Дополнительное,Живучесть,%,FALSE,0.595,0.7,FALSE,TRUE
Солнце,Основное,Живучесть,,FALSE,1.615,1.9,FALSE,TRUE
Солнце,Основное,Регенерация здоровья,,FALSE,1.36,1.6,FALSE,TRUE
Солнце,Основное,Температура,,TRUE,2.125,2.5,TRUE,FALSE
Солнце,Основное,Реакция на ожог,,FALSE,0.935,1.1,FALSE,TRUE
Солнце,Дополнительное,Регенерация здоровья,%,FALSE,0.51,0.6,FALSE,TRUE
Солнце,Дополнительное,Защита от кровотечения,%,FALSE,3.315,3.9,FALSE,TRUE
Солнце,Дополнительное,Живучесть,%,FALSE,0.595,0.7,FALSE,TRUE
Спираль,Основное,Живучесть,,TRUE,-0.425,-0.5,FALSE,TRUE
Спираль,Основное,Скорость передвижения,%,FALSE,0.85,1.0,FALSE,TRUE
Спираль,Основное,Скорость бега,%,FALSE,1.1475,1.35,FALSE,TRUE
